Latitude,Longitude
36.44340498,127.2869208
36.44491588,127.2766293
36.45543613,127.2841657
36.46472816,127.28012
36.49578473,127.1903768
36.49780703,127.207102
36.49935654,127.2221507
36.5286505,127.3512758
36.52919718,127.3672604
36.537223,127.1916387
36.53873218,127.3370741
36.54175911,127.3443962
36.5443232,127.2749399
36.5590556,127.3244777
36.5613432,127.2829794
36.56964259,127.2874864
36.57139121,127.3260062
36.57299755,127.2335983
36.57517912,127.2910741
36.58080823,127.2520316
